transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
15366,51,3063,2017-03-18,,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
15374,0,2143,2017-01-12,,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0
15382,41,1484,2017-05-06,,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
15446,23,2478,2017-08-24,,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031.0
15546,68,2198,2017-02-13,,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859.0
15711,36,104,2017-05-15,,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0
15739,43,1863,2017-12-06,,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
15758,80,2760,2017-04-04,,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
15815,79,943,2017-07-02,,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667.0
15825,20,1361,2017-05-11,,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
15902,0,3020,2017-02-05,,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37220.0
15942,43,832,2017-01-19,,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
15963,65,2017,2017-11-21,,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0
16021,78,1438,2017-10-03,,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0
16022,56,2984,2017-07-04,,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42295.0
16046,6,2252,2017-02-19,,Approved,Solex,Standard,high,medium,748.17,448.9,35052.0
16069,89,2523,2017-12-24,,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0
16076,57,2289,2017-03-03,,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
16102,6,447,2017-03-31,,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701.0
16161,35,214,2017-08-14,,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
16187,12,1827,2017-02-06,,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0
16222,100,2947,2017-04-30,,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
16255,60,1672,2017-03-14,,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0
16285,19,322,2017-05-10,,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115.0
16347,69,1507,2017-10-01,,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873.0
16506,22,1632,2017-01-08,,Approved,Solex,Standard,medium,medium,575.27,431.45,35160.0
16520,82,3195,2017-01-24,,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
16548,47,2490,2017-11-22,,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37220.0
16698,96,439,2017-02-12,,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
16725,90,3,2017-06-26,,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,40303.0
16729,77,2342,2017-01-26,,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
16744,55,3477,2017-03-23,,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,36146.0
16846,85,11,2017-06-02,,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
16853,28,166,2017-10-10,,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
16919,83,3002,2017-09-12,,Approved,Solex,Touring,medium,large,2083.94,675.03,38206.0
17061,84,2517,2017-03-07,,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0
17072,0,1637,2017-05-06,,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
17085,43,2793,2017-04-21,,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0
17106,4,3026,2017-06-17,,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,41701.0
17164,27,298,2017-11-15,,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
17233,94,390,2017-02-10,,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
17335,62,1653,2017-05-07,,Approved,Solex,Standard,medium,medium,478.16,298.72,38647.0
17415,84,165,2017-03-23,,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
17435,90,120,2017-08-09,,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0
17560,85,2491,2017-03-09,,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
17716,13,1353,2017-04-25,,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
17734,27,2345,2017-11-06,,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33552.0
17862,61,3458,2017-05-11,,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38206.0
17890,67,3327,2017-01-27,,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
18011,79,1224,2017-10-15,,Cancelled,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
18023,14,377,2017-01-13,,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
18043,68,3106,2017-02-08,,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859.0
18069,26,788,2017-07-14,,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
18086,48,2813,2017-04-07,,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064.0
18336,95,2958,2017-06-04,,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0
18472,81,176,2017-03-06,,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
18502,19,2195,2017-11-02,,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0
18607,43,2138,2017-12-01,,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
18625,85,1133,2017-06-17,,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
18690,23,2987,2017-12-13,,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,41701.0
18712,78,665,2017-09-22,,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
18723,65,1597,2017-11-21,,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
18752,22,2200,2017-10-12,,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33455.0
18755,55,403,2017-01-30,,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35707.0
18822,30,3464,2017-12-13,,Approved,Solex,Standard,high,medium,748.17,448.9,37337.0
18847,57,50,2017-09-20,,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170.0
18983,21,743,2017-01-03,,Approved,Solex,Standard,medium,large,1071.23,380.74,34244.0
19025,36,1937,2017-08-04,,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
19083,90,1204,2017-12-06,,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0
19101,8,2713,2017-10-21,,Approved,Solex,Road,medium,small,1703.52,1516.13,38216.0
19272,91,3017,2017-07-07,,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
19283,55,1364,2017-08-02,,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
19304,35,1776,2017-08-22,,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
19369,66,3223,2017-12-16,,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647.0
19370,91,1107,2017-09-02,,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
19434,86,1557,2017-03-10,,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
19496,2,3028,2017-11-14,,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42710.0
19515,51,690,2017-01-22,,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37823.0
19574,18,1735,2017-01-15,,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
19581,49,1933,2017-10-12,,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
19636,98,1389,2017-07-26,,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
19844,3,8,2017-01-28,,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
