customer_id,min_recency,recency_score,product_count,product_score,sum_profit,profit_score,RFM_score,customer_title,customer_age,customer_age_group,tenure
814,48.0,2,3,1,2154.13,2,212.0,Silver,58.0,50-59,14.0
815,27.0,3,6,2,5081.300000000001,4,324.0,Gold,43.0,40-49,22.0
816,53.0,2,4,1,1098.3999999999999,1,211.0,Bronze,60.0,60-69,15.0
817,16.0,4,5,2,2328.9300000000003,2,422.0,Platinum,25.0,20-29,6.0
818,40.0,3,6,2,3028.8399999999992,3,323.0,Gold,44.0,40-49,11.0
819,43.0,3,5,2,2558.04,2,322.0,Gold,42.0,40-49,5.0
820,3.0,4,10,4,4534.03,4,444.0,Platinum,40.0,40-49,16.0
821,33.0,3,5,2,2925.75,3,323.0,Gold,36.0,30-39,7.0
822,328.0,1,1,1,802.26,1,111.0,Bronze,43.0,40-49,17.0
823,23.0,3,6,2,5811.3,4,324.0,Gold,27.0,20-29,9.0
824,9.0,4,4,1,4137.780000000001,3,413.0,Platinum,40.0,40-49,12.0
825,10.0,4,8,4,2315.97,2,442.0,Platinum,42.0,40-49,16.0
826,4.0,4,4,1,1454.6100000000004,1,411.0,Gold,19.0,10-19,1.0
827,49.0,2,8,4,4014.42,3,243.0,Silver,21.0,20-29,5.0
828,79.0,2,5,2,1378.3899999999999,1,221.0,Silver,60.0,60-69,20.0
829,12.0,4,6,2,4600.24,4,424.0,Platinum,16.0,10-19,2.0
830,149.0,1,6,2,2506.27,2,122.0,Bronze,36.0,30-39,6.0
831,11.0,4,5,2,1883.5900000000001,2,422.0,Platinum,44.0,40-49,11.0
832,17.0,4,12,4,8868.62,4,444.0,Platinum,40.0,40-49,14.0
833,25.0,3,8,4,4776.1,4,344.0,Gold,22.0,20-29,4.0
834,18.0,3,4,1,722.3,1,311.0,Silver,44.0,40-49,3.0
835,7.0,4,8,4,3225.92,3,443.0,Platinum,49.0,40-49,9.0
836,72.0,2,4,1,1768.44,1,211.0,Bronze,27.0,20-29,9.0
837,157.0,1,3,1,1335.81,1,111.0,Bronze,60.0,60-69,13.0
838,41.0,3,4,1,1966.08,2,312.0,Gold,46.0,40-49,15.0
839,106.0,1,4,1,826.2600000000001,1,111.0,Bronze,,,
840,38.0,3,6,2,3320.09,3,323.0,Gold,53.0,50-59,19.0
841,150.0,1,7,3,8330.089999999998,4,134.0,Bronze,51.0,50-59,8.0
842,55.0,2,4,1,2137.1800000000003,2,212.0,Silver,18.0,10-19,2.0
843,2.0,4,6,2,2372.09,2,422.0,Platinum,28.0,20-29,9.0
844,31.0,3,9,4,4730.320000000001,4,344.0,Gold,39.0,30-39,9.0
845,97.0,1,4,1,1314.0300000000002,1,111.0,Bronze,44.0,40-49,3.0
846,82.0,2,3,1,2129.34,2,212.0,Silver,63.0,60-69,17.0
847,114.0,1,5,2,2521.58,2,122.0,Bronze,26.0,20-29,9.0
848,140.0,1,4,1,1964.5200000000002,2,112.0,Bronze,38.0,30-39,13.0
849,27.0,3,6,2,4284.21,4,324.0,Gold,48.0,40-49,10.0
850,34.0,3,8,4,2838.72,2,342.0,Gold,17.0,10-19,1.0
851,9.0,4,4,1,3245.12,3,413.0,Platinum,30.0,30-39,2.0
853,64.0,2,9,4,7263.659999999999,4,244.0,Silver,36.0,30-39,16.0
854,8.0,4,4,1,2074.13,2,412.0,Platinum,17.0,10-19,2.0
855,104.0,1,4,1,3050.76,3,113.0,Bronze,43.0,40-49,16.0
856,1.0,4,7,3,2912.6499999999996,3,433.0,Platinum,29.0,20-29,9.0
857,24.0,3,5,2,3721.9199999999996,3,323.0,Gold,53.0,50-59,4.0
858,11.0,4,6,2,2708.6000000000004,2,422.0,Platinum,37.0,30-39,9.0
859,18.0,3,6,2,2289.0600000000004,2,322.0,Gold,39.0,30-39,7.0
860,91.0,1,4,1,3530.12,3,113.0,Bronze,37.0,30-39,7.0
861,54.0,2,5,2,1009.34,1,221.0,Silver,40.0,40-49,17.0
862,54.0,2,1,1,309.80999999999995,1,211.0,Bronze,40.0,40-49,16.0
863,69.0,2,4,1,703.62,1,211.0,Bronze,56.0,50-59,5.0
864,46.0,2,6,2,4499.38,4,224.0,Silver,47.0,40-49,4.0
865,121.0,1,7,3,4261.0,4,134.0,Bronze,52.0,50-59,19.0
866,98.0,1,5,2,4753.84,4,124.0,Bronze,44.0,40-49,14.0
867,293.0,1,6,2,4743.699999999999,4,124.0,Bronze,44.0,40-49,17.0
868,83.0,2,6,2,5534.830000000001,4,224.0,Silver,38.0,30-39,11.0
870,61.0,2,8,4,3818.9700000000007,3,243.0,Silver,53.0,50-59,6.0
871,54.0,2,8,4,3502.8599999999997,3,243.0,Silver,25.0,20-29,5.0
872,171.0,1,1,1,75.48000000000002,1,111.0,Bronze,46.0,40-49,13.0
873,31.0,3,5,2,3226.46,3,323.0,Gold,58.0,50-59,20.0
874,46.0,2,8,4,2786.56,2,242.0,Silver,16.0,10-19,1.0
875,63.0,2,6,2,4796.959999999999,4,224.0,Silver,18.0,10-19,2.0
876,16.0,4,3,1,1171.02,1,411.0,Gold,49.0,40-49,19.0
877,17.0,4,9,4,4918.87,4,444.0,Platinum,29.0,20-29,3.0
878,79.0,2,3,1,2809.7499999999995,2,212.0,Silver,35.0,30-39,9.0
879,76.0,2,4,1,852.5000000000001,1,211.0,Bronze,39.0,30-39,12.0
880,62.0,2,3,1,1751.7199999999998,1,211.0,Bronze,54.0,50-59,10.0
881,147.0,1,3,1,2481.4300000000003,2,112.0,Bronze,37.0,30-39,15.0
882,112.0,1,5,2,4571.93,4,124.0,Bronze,52.0,50-59,11.0
883,47.0,2,4,1,705.35,1,211.0,Bronze,,,
884,1.0,4,6,2,2770.8500000000004,2,422.0,Platinum,39.0,30-39,17.0
885,7.0,4,3,1,863.6799999999998,1,411.0,Gold,51.0,50-59,18.0
886,1.0,4,7,3,4067.6500000000005,3,433.0,Platinum,43.0,40-49,11.0
887,39.0,3,8,4,5247.44,4,344.0,Gold,20.0,20-29,1.0
888,68.0,2,5,2,2278.7000000000003,2,222.0,Silver,54.0,50-59,10.0
889,36.0,3,5,2,2357.69,2,322.0,Gold,50.0,50-59,10.0
890,165.0,1,4,1,1561.06,1,111.0,Bronze,43.0,40-49,15.0
891,12.0,4,5,2,2197.68,2,422.0,Platinum,36.0,30-39,9.0
892,90.0,1,10,4,3941.7000000000016,3,143.0,Bronze,,,
893,75.0,2,7,3,4868.870000000001,4,234.0,Silver,34.0,30-39,16.0
894,48.0,2,8,4,3564.2699999999995,3,243.0,Silver,47.0,40-49,9.0
895,61.0,2,3,1,1867.17,2,212.0,Silver,51.0,50-59,12.0
896,38.0,3,4,1,1669.89,1,311.0,Silver,39.0,30-39,15.0
897,98.0,1,8,4,4883.1,4,144.0,Bronze,48.0,40-49,11.0
898,205.0,1,1,1,179.44,1,111.0,Bronze,40.0,40-49,16.0
899,49.0,2,6,2,1274.48,1,221.0,Silver,54.0,50-59,12.0
900,12.0,4,4,1,780.7,1,411.0,Gold,27.0,20-29,5.0
901,82.0,2,4,1,3812.88,3,213.0,Silver,42.0,40-49,16.0
902,14.0,4,9,4,6003.049999999999,4,444.0,Platinum,28.0,20-29,18.0
903,16.0,4,9,4,3401.85,3,443.0,Platinum,56.0,50-59,14.0
904,37.0,3,4,1,1496.79,1,311.0,Silver,43.0,40-49,11.0
905,105.0,1,8,4,3553.2799999999997,3,143.0,Bronze,39.0,30-39,12.0
906,16.0,4,9,4,4473.870000000001,4,444.0,Platinum,19.0,10-19,3.0
907,26.0,3,7,3,1370.37,1,331.0,Gold,39.0,30-39,17.0
908,4.0,4,7,3,2880.1000000000004,3,433.0,Platinum,37.0,30-39,17.0
909,189.0,1,5,2,5289.219999999999,4,124.0,Bronze,57.0,50-59,8.0
910,272.0,1,2,1,1346.38,1,111.0,Bronze,31.0,30-39,14.0
911,56.0,2,5,2,633.3499999999999,1,221.0,Silver,43.0,40-49,3.0
912,40.0,3,7,3,4164.21,3,333.0,Gold,49.0,40-49,19.0
913,63.0,2,5,2,2625.4399999999996,2,222.0,Silver,17.0,10-19,1.0
914,106.0,1,5,2,2530.93,2,122.0,Bronze,18.0,10-19,2.0
915,28.0,3,5,2,1260.1299999999999,1,321.0,Gold,33.0,30-39,7.0
916,36.0,3,5,2,3465.07,3,323.0,Gold,26.0,20-29,8.0
917,35.0,3,8,4,5392.889999999999,4,344.0,Gold,53.0,50-59,19.0
918,16.0,4,6,2,4066.2400000000002,3,423.0,Platinum,42.0,40-49,13.0
919,80.0,2,9,4,4458.89,4,244.0,Silver,30.0,30-39,13.0
920,90.0,1,6,2,4144.1900000000005,3,123.0,Bronze,41.0,40-49,19.0
921,44.0,3,8,4,7516.02,4,344.0,Gold,38.0,30-39,7.0
922,188.0,1,2,1,41.129999999999995,1,111.0,Bronze,45.0,40-49,19.0
923,32.0,3,7,3,3337.1600000000003,3,333.0,Gold,40.0,40-49,19.0
924,109.0,1,9,4,3544.4399999999996,3,143.0,Bronze,41.0,40-49,13.0
925,12.0,4,10,4,4371.159999999999,4,444.0,Platinum,39.0,30-39,16.0
926,12.0,4,6,2,1414.17,1,421.0,Platinum,52.0,50-59,10.0
927,295.0,1,3,1,1982.12,2,112.0,Bronze,51.0,50-59,18.0
928,11.0,4,8,4,2798.72,2,442.0,Platinum,44.0,40-49,18.0
929,56.0,2,5,2,2540.3499999999995,2,222.0,Silver,52.0,50-59,13.0
930,21.0,3,3,1,1206.71,1,311.0,Silver,46.0,40-49,8.0
931,70.0,2,5,2,2890.0600000000004,3,223.0,Silver,18.0,10-19,1.0
932,3.0,4,6,2,2121.73,2,422.0,Platinum,28.0,20-29,18.0
933,0.0,4,5,2,2817.63,2,422.0,Platinum,21.0,20-29,5.0
934,0.0,4,8,4,4899.599999999999,4,444.0,Platinum,21.0,20-29,6.0
935,53.0,2,7,3,5502.110000000001,4,234.0,Silver,23.0,20-29,3.0
936,32.0,3,12,4,9244.900000000001,4,344.0,Gold,29.0,20-29,3.0
937,15.0,4,5,2,2680.1499999999996,2,422.0,Platinum,32.0,30-39,15.0
938,61.0,2,9,4,4819.029999999999,4,244.0,Silver,21.0,20-29,7.0
939,31.0,3,4,1,1818.27,1,311.0,Silver,56.0,50-59,6.0
940,52.0,2,5,2,3256.1400000000003,3,223.0,Silver,30.0,30-39,9.0
941,33.0,3,10,4,11668.949999999999,4,344.0,Gold,22.0,20-29,1.0
942,143.0,1,4,1,2859.4700000000003,2,112.0,Bronze,43.0,40-49,14.0
943,112.0,1,7,3,6038.5199999999995,4,134.0,Bronze,38.0,30-39,15.0
944,85.0,2,8,4,1978.0099999999998,2,242.0,Silver,41.0,40-49,15.0
945,14.0,4,7,3,3812.269999999999,3,433.0,Platinum,19.0,10-19,1.0
946,2.0,4,8,4,6305.6,4,444.0,Platinum,56.0,50-59,12.0
947,80.0,2,6,2,2981.520000000001,3,223.0,Silver,31.0,30-39,10.0
948,100.0,1,3,1,1422.85,1,111.0,Bronze,48.0,40-49,10.0
949,88.0,1,6,2,3644.49,3,123.0,Bronze,42.0,40-49,3.0
950,32.0,3,7,3,3609.0899999999997,3,333.0,Gold,,,
951,6.0,4,6,2,1740.6100000000001,1,421.0,Platinum,18.0,10-19,1.0
952,46.0,2,5,2,3569.98,3,223.0,Silver,46.0,40-49,6.0
953,11.0,4,9,4,5191.52,4,444.0,Platinum,38.0,30-39,7.0
954,113.0,1,4,1,3624.0,3,113.0,Bronze,22.0,20-29,7.0
955,13.0,4,7,3,1429.3600000000001,1,431.0,Platinum,28.0,20-29,9.0
956,173.0,1,3,1,936.9799999999998,1,111.0,Bronze,57.0,50-59,9.0
957,38.0,3,5,2,2632.09,2,322.0,Gold,23.0,20-29,7.0
958,34.0,3,6,2,2183.71,2,322.0,Gold,53.0,50-59,18.0
959,76.0,2,6,2,2178.4399999999996,2,222.0,Silver,31.0,30-39,21.0
960,78.0,2,4,1,3516.37,3,213.0,Silver,49.0,40-49,12.0
961,64.0,2,4,1,1035.3100000000002,1,211.0,Bronze,31.0,30-39,6.0
962,2.0,4,7,3,2344.0,2,432.0,Platinum,40.0,40-49,17.0
963,60.0,2,12,4,4779.130000000002,4,244.0,Silver,49.0,40-49,16.0
964,1.0,4,5,2,2018.5999999999997,2,422.0,Platinum,23.0,20-29,6.0
965,60.0,2,4,1,3867.74,3,213.0,Silver,20.0,20-29,5.0
966,13.0,4,4,1,527.74,1,411.0,Gold,39.0,30-39,5.0
967,66.0,2,4,1,3798.3500000000004,3,213.0,Silver,18.0,10-19,1.0
968,35.0,3,8,4,4422.26,4,344.0,Gold,62.0,60-69,16.0
969,17.0,4,5,2,2793.0499999999997,2,422.0,Platinum,39.0,30-39,18.0
970,33.0,3,5,2,2840.8100000000004,2,322.0,Gold,37.0,30-39,14.0
971,48.0,2,5,2,4015.7799999999997,3,223.0,Silver,29.0,20-29,22.0
972,175.0,1,2,1,2158.9999999999995,2,112.0,Bronze,36.0,30-39,10.0
973,8.0,4,8,4,6639.85,4,444.0,Platinum,38.0,30-39,15.0
974,6.0,4,6,2,3250.13,3,423.0,Platinum,26.0,20-29,4.0
975,10.0,4,9,4,3962.879999999999,3,443.0,Platinum,,,
976,170.0,1,6,2,3830.6800000000003,3,123.0,Bronze,46.0,40-49,10.0
977,41.0,3,5,2,2449.15,2,322.0,Gold,58.0,50-59,13.0
978,192.0,1,5,2,2890.8399999999992,3,123.0,Bronze,35.0,30-39,15.0
979,5.0,4,5,2,3756.9100000000003,3,423.0,Platinum,58.0,50-59,12.0
980,177.0,1,5,2,3071.88,3,123.0,Bronze,39.0,30-39,8.0
981,25.0,3,7,3,2867.0,3,333.0,Gold,44.0,40-49,11.0
982,55.0,2,6,2,943.9300000000001,1,221.0,Silver,57.0,50-59,6.0
983,1.0,4,8,4,6710.06,4,444.0,Platinum,,,
984,56.0,2,8,4,2294.4299999999994,2,242.0,Silver,63.0,60-69,16.0
985,14.0,4,4,1,1690.91,1,411.0,Gold,47.0,40-49,15.0
986,75.0,2,8,4,4272.97,4,244.0,Silver,23.0,20-29,8.0
987,22.0,3,8,4,5180.259999999999,4,344.0,Gold,43.0,40-49,11.0
988,112.0,1,2,1,243.94,1,111.0,Bronze,36.0,30-39,7.0
989,25.0,3,6,2,4207.5,4,324.0,Gold,35.0,30-39,17.0
990,11.0,4,7,3,2353.4900000000002,2,432.0,Platinum,41.0,40-49,14.0
991,147.0,1,6,2,2655.6,2,122.0,Bronze,26.0,20-29,10.0
992,95.0,1,2,1,1500.3600000000001,1,111.0,Bronze,59.0,50-59,8.0
993,0.0,4,9,4,2738.8900000000003,2,442.0,Platinum,40.0,40-49,17.0
994,42.0,3,5,2,2069.64,2,322.0,Gold,40.0,40-49,5.0
995,11.0,4,7,3,6764.67,4,434.0,Platinum,52.0,50-59,19.0
996,63.0,2,6,2,4803.1,4,224.0,Silver,,,
997,59.0,2,7,3,2923.29,3,233.0,Silver,36.0,30-39,13.0
998,321.0,1,2,1,585.45,1,111.0,Bronze,52.0,50-59,5.0
999,54.0,2,10,4,8611.95,4,244.0,Silver,29.0,20-29,4.0
1000,0.0,4,9,4,5383.48,4,444.0,Platinum,39.0,30-39,11.0
1001,42.0,3,7,3,2884.1899999999996,3,333.0,Gold,38.0,30-39,14.0
1002,155.0,1,4,1,2254.56,2,112.0,Bronze,39.0,30-39,18.0
1003,47.0,2,9,4,5300.380000000001,4,244.0,Silver,49.0,40-49,18.0
1004,203.0,1,6,2,3600.94,3,123.0,Bronze,42.0,40-49,22.0
1005,159.0,1,5,2,4365.25,4,124.0,Bronze,50.0,50-59,8.0
1006,37.0,3,8,4,4687.530000000001,4,344.0,Gold,40.0,40-49,19.0
1007,20.0,3,7,3,3601.96,3,333.0,Gold,21.0,20-29,5.0
1008,17.0,4,4,1,2523.5299999999997,2,412.0,Platinum,42.0,40-49,21.0
1009,54.0,2,5,2,2385.0099999999998,2,222.0,Silver,60.0,60-69,13.0
1010,126.0,1,4,1,386.36,1,111.0,Bronze,54.0,50-59,17.0
1011,242.0,1,3,1,1399.44,1,111.0,Bronze,32.0,30-39,10.0
1012,9.0,4,4,1,2704.3900000000003,2,412.0,Platinum,62.0,60-69,11.0
1013,95.0,1,6,2,2463.79,2,122.0,Bronze,41.0,40-49,17.0
1014,4.0,4,7,3,3933.79,3,433.0,Platinum,57.0,50-59,8.0
1015,26.0,3,6,2,2136.87,2,322.0,Gold,62.0,60-69,17.0
1016,66.0,2,6,2,1087.02,1,221.0,Silver,58.0,50-59,17.0
1017,226.0,1,3,1,2858.89,2,112.0,Bronze,38.0,30-39,16.0
1018,26.0,3,5,2,2497.8,2,322.0,Gold,23.0,20-29,7.0
1019,42.0,3,5,2,2842.8999999999996,2,322.0,Gold,44.0,40-49,14.0
1020,89.0,1,4,1,1531.9,1,111.0,Bronze,42.0,40-49,13.0
1021,28.0,3,8,4,5048.259999999999,4,344.0,Gold,40.0,40-49,7.0
1022,83.0,2,5,2,6444.49,4,224.0,Silver,27.0,20-29,14.0
1023,125.0,1,2,1,492.65,1,111.0,Bronze,26.0,20-29,6.0
1024,34.0,3,8,4,4560.5599999999995,4,344.0,Gold,25.0,20-29,2.0
1025,60.0,2,8,4,1800.12,1,241.0,Silver,20.0,20-29,5.0
1026,29.0,3,7,3,1313.78,1,331.0,Gold,23.0,20-29,4.0
1027,24.0,3,6,2,1449.4399999999998,1,321.0,Gold,51.0,50-59,18.0
1028,8.0,4,7,3,7562.6799999999985,4,434.0,Platinum,18.0,10-19,1.0
1029,30.0,3,6,2,3660.0600000000004,3,323.0,Gold,20.0,20-29,4.0
1030,39.0,3,8,4,4698.599999999999,4,344.0,Gold,55.0,50-59,5.0
1031,46.0,2,3,1,1463.88,1,211.0,Bronze,34.0,30-39,6.0
1032,30.0,3,8,4,3191.12,3,343.0,Gold,39.0,30-39,18.0
1033,14.0,4,9,4,8220.050000000001,4,444.0,Platinum,22.0,20-29,3.0
1034,104.0,1,2,1,1033.56,1,111.0,Bronze,41.0,40-49,3.0
1035,13.0,4,3,1,485.46000000000015,1,411.0,Gold,41.0,40-49,5.0
1036,162.0,1,5,2,3787.0,3,123.0,Bronze,48.0,40-49,12.0
1037,73.0,2,8,4,2368.44,2,242.0,Silver,61.0,60-69,10.0
1038,12.0,4,4,1,2079.2000000000003,2,412.0,Platinum,,,
1039,52.0,2,7,3,5259.0,4,234.0,Silver,42.0,40-49,15.0
1040,161.0,1,4,1,1768.4300000000003,1,111.0,Bronze,42.0,40-49,9.0
1041,20.0,3,4,1,2292.5099999999998,2,312.0,Gold,58.0,50-59,15.0
1042,35.0,3,3,1,2771.37,2,312.0,Gold,41.0,40-49,11.0
1043,130.0,1,10,4,6933.550000000001,4,144.0,Bronze,31.0,30-39,16.0
1044,112.0,1,5,2,2205.27,2,122.0,Bronze,,,
1045,113.0,1,3,1,2038.5800000000002,2,112.0,Bronze,31.0,30-39,19.0
1046,52.0,2,5,2,1985.1000000000001,2,222.0,Silver,62.0,60-69,11.0
1047,57.0,2,8,4,2213.93,2,242.0,Silver,39.0,30-39,11.0
1048,133.0,1,7,3,2830.94,2,132.0,Bronze,41.0,40-49,15.0
1049,32.0,3,10,4,4486.320000000001,4,344.0,Gold,21.0,20-29,2.0
1050,26.0,3,6,2,2535.63,2,322.0,Gold,44.0,40-49,15.0
1051,179.0,1,5,2,1294.6899999999998,1,121.0,Bronze,40.0,40-49,14.0
1052,0.0,4,6,2,3260.3199999999997,3,423.0,Platinum,31.0,30-39,3.0
1053,139.0,1,3,1,1566.26,1,111.0,Bronze,55.0,50-59,8.0
1054,5.0,4,8,4,3406.16,3,443.0,Platinum,34.0,30-39,13.0
1055,206.0,1,2,1,343.24,1,111.0,Bronze,29.0,20-29,12.0
1056,24.0,3,7,3,3954.42,3,333.0,Gold,51.0,50-59,6.0
1057,48.0,2,4,1,3130.44,3,213.0,Silver,48.0,40-49,5.0
1058,116.0,1,3,1,759.57,1,111.0,Bronze,30.0,30-39,4.0
1059,22.0,3,2,1,1618.8300000000002,1,311.0,Silver,49.0,40-49,6.0
1060,187.0,1,6,2,2475.2799999999997,2,122.0,Bronze,56.0,50-59,13.0
1061,24.0,3,6,2,1137.94,1,321.0,Gold,29.0,20-29,19.0
1062,2.0,4,6,2,4450.85,4,424.0,Platinum,42.0,40-49,14.0
1063,46.0,2,6,2,3112.6900000000005,3,223.0,Silver,30.0,30-39,13.0
1064,139.0,1,3,1,1398.3999999999999,1,111.0,Bronze,40.0,40-49,8.0
1065,79.0,2,6,2,2753.3199999999997,2,222.0,Silver,55.0,50-59,8.0
1066,166.0,1,3,1,1396.98,1,111.0,Bronze,22.0,20-29,12.0
1067,232.0,1,2,1,741.97,1,111.0,Bronze,52.0,50-59,13.0
1068,4.0,4,14,4,4841.71,4,444.0,Platinum,22.0,20-29,3.0
1069,204.0,1,5,2,1982.69,2,122.0,Bronze,41.0,40-49,15.0
1070,0.0,4,4,1,3559.49,3,413.0,Platinum,22.0,20-29,1.0
1071,39.0,3,6,2,3359.09,3,323.0,Gold,31.0,30-39,1.0
1072,46.0,2,3,1,2102.32,2,212.0,Silver,60.0,60-69,8.0
1073,17.0,4,6,2,2723.99,2,422.0,Platinum,37.0,30-39,7.0
1074,16.0,4,8,4,4053.6800000000003,3,443.0,Platinum,43.0,40-49,18.0
1075,67.0,2,7,3,2242.1199999999994,2,232.0,Silver,50.0,50-59,7.0
1076,9.0,4,12,4,8104.540000000001,4,444.0,Platinum,17.0,10-19,2.0
1077,5.0,4,6,2,1658.4500000000003,1,421.0,Platinum,62.0,60-69,18.0
1078,18.0,3,6,2,899.97,1,321.0,Gold,41.0,40-49,20.0
1079,17.0,4,4,1,2306.99,2,412.0,Platinum,39.0,30-39,18.0
1080,47.0,2,3,1,1857.62,2,212.0,Silver,18.0,10-19,2.0
1081,11.0,4,5,2,3227.8900000000003,3,423.0,Platinum,32.0,30-39,16.0
1082,47.0,2,5,2,2832.7000000000003,2,222.0,Silver,,,
1083,266.0,1,2,1,880.99,1,111.0,Bronze,21.0,20-29,1.0
1084,4.0,4,11,4,6580.56,4,444.0,Platinum,23.0,20-29,8.0
1085,64.0,2,4,1,1081.65,1,211.0,Bronze,42.0,40-49,8.0
1086,13.0,4,9,4,4705.65,4,444.0,Platinum,28.0,20-29,4.0
1087,14.0,4,3,1,1521.5700000000002,1,411.0,Gold,38.0,30-39,8.0
1088,13.0,4,6,2,3595.32,3,423.0,Platinum,28.0,20-29,3.0
1089,151.0,1,7,3,2349.2900000000004,2,132.0,Bronze,29.0,20-29,12.0
1090,71.0,2,7,3,1529.0100000000002,1,231.0,Silver,42.0,40-49,17.0
1091,4.0,4,11,4,4183.81,3,443.0,Platinum,37.0,30-39,15.0
1092,202.0,1,5,2,1245.27,1,121.0,Bronze,82.0,80+,5.0
1093,99.0,1,9,4,7159.6900000000005,4,144.0,Bronze,21.0,20-29,5.0
1094,43.0,3,7,3,3632.3,3,333.0,Gold,42.0,40-49,19.0
1095,14.0,4,4,1,4498.34,4,414.0,Platinum,59.0,50-59,6.0
1096,55.0,2,5,2,2086.8500000000004,2,222.0,Silver,48.0,40-49,14.0
1097,76.0,2,4,1,666.7899999999998,1,211.0,Bronze,49.0,40-49,18.0
1098,8.0,4,8,4,3879.1400000000003,3,443.0,Platinum,28.0,20-29,12.0
1099,110.0,1,2,1,183.1999999999999,1,111.0,Bronze,42.0,40-49,11.0
1100,45.0,2,3,1,1051.23,1,211.0,Bronze,34.0,30-39,15.0
1101,113.0,1,5,2,4267.42,4,124.0,Bronze,49.0,40-49,15.0
1102,21.0,3,8,4,5025.4400000000005,4,344.0,Gold,41.0,40-49,15.0
1103,32.0,3,12,4,7367.880000000001,4,344.0,Gold,39.0,30-39,20.0
1104,11.0,4,7,3,2568.9700000000003,2,432.0,Platinum,58.0,50-59,8.0
1105,16.0,4,2,1,2712.5699999999997,2,412.0,Platinum,27.0,20-29,18.0
1106,24.0,3,9,4,5691.610000000001,4,344.0,Gold,55.0,50-59,15.0
1107,48.0,2,6,2,1972.0299999999997,2,222.0,Silver,43.0,40-49,18.0
1108,12.0,4,4,1,1338.61,1,411.0,Gold,55.0,50-59,17.0
1109,208.0,1,3,1,683.2,1,111.0,Bronze,28.0,20-29,6.0
1110,17.0,4,6,2,4574.099999999999,4,424.0,Platinum,26.0,20-29,12.0
1111,20.0,3,7,3,2561.15,2,332.0,Gold,57.0,50-59,18.0
1112,108.0,1,3,1,1217.23,1,111.0,Bronze,36.0,30-39,13.0
1113,26.0,3,9,4,6072.48,4,344.0,Gold,25.0,20-29,6.0
1114,64.0,2,4,1,1774.1199999999997,1,211.0,Bronze,41.0,40-49,14.0
1115,2.0,4,9,4,4631.2300000000005,4,444.0,Platinum,47.0,40-49,17.0
1116,7.0,4,3,1,4053.92,3,413.0,Platinum,43.0,40-49,16.0
1117,136.0,1,10,4,3427.6400000000003,3,143.0,Bronze,42.0,40-49,14.0
1118,38.0,3,4,1,1858.97,2,312.0,Gold,42.0,40-49,9.0
1119,98.0,1,7,3,5235.710000000001,4,134.0,Bronze,41.0,40-49,19.0
1120,1.0,4,6,2,1785.8300000000002,1,421.0,Platinum,37.0,30-39,12.0
1121,7.0,4,2,1,327.07000000000016,1,411.0,Gold,33.0,30-39,3.0
1122,26.0,3,5,2,3026.3900000000003,3,323.0,Gold,32.0,30-39,11.0
1123,10.0,4,5,2,4235.799999999999,4,424.0,Platinum,55.0,50-59,13.0
1124,44.0,3,3,1,2742.04,2,312.0,Gold,52.0,50-59,9.0
1125,29.0,3,5,2,2839.93,2,322.0,Gold,27.0,20-29,9.0
1126,19.0,3,4,1,2135.37,2,312.0,Gold,44.0,40-49,14.0
1127,136.0,1,4,1,2285.05,2,112.0,Bronze,26.0,20-29,8.0
1128,26.0,3,5,2,3388.35,3,323.0,Gold,25.0,20-29,8.0
1129,26.0,3,13,4,6790.6900000000005,4,344.0,Gold,40.0,40-49,9.0
1130,117.0,1,5,2,3784.9799999999996,3,123.0,Bronze,53.0,50-59,16.0
1131,53.0,2,8,4,6295.52,4,244.0,Silver,61.0,60-69,15.0
1132,44.0,3,9,4,3640.6200000000003,3,343.0,Gold,32.0,30-39,9.0
1133,17.0,4,7,3,5295.09,4,434.0,Platinum,49.0,40-49,6.0
1134,3.0,4,7,3,1733.7900000000002,1,431.0,Platinum,23.0,20-29,3.0
1135,164.0,1,3,1,1758.9800000000002,1,111.0,Bronze,37.0,30-39,11.0
1136,35.0,3,6,2,3451.83,3,323.0,Gold,40.0,40-49,7.0
1137,5.0,4,9,4,4837.1900000000005,4,444.0,Platinum,40.0,40-49,18.0
1138,124.0,1,6,2,5174.44,4,124.0,Bronze,26.0,20-29,5.0
1139,69.0,2,4,1,1434.57,1,211.0,Bronze,35.0,30-39,16.0
1140,6.0,4,13,4,8533.23,4,444.0,Platinum,31.0,30-39,13.0
1141,133.0,1,5,2,772.0999999999999,1,121.0,Bronze,36.0,30-39,4.0
1142,38.0,3,4,1,1841.73,1,311.0,Silver,19.0,10-19,2.0
1143,4.0,4,5,2,3277.7700000000004,3,423.0,Platinum,62.0,60-69,6.0
1144,17.0,4,7,3,5961.25,4,434.0,Platinum,21.0,20-29,5.0
1145,13.0,4,2,1,1172.58,1,411.0,Gold,52.0,50-59,14.0
1146,73.0,2,2,1,1294.4,1,211.0,Bronze,25.0,20-29,8.0
1147,165.0,1,6,2,4173.67,3,123.0,Bronze,49.0,40-49,9.0
1148,8.0,4,3,1,1689.75,1,411.0,Gold,30.0,30-39,5.0
1149,188.0,1,4,1,2393.31,2,112.0,Bronze,50.0,50-59,14.0
1150,103.0,1,5,2,6308.28,4,124.0,Bronze,42.0,40-49,13.0
1151,75.0,2,5,2,3449.31,3,223.0,Silver,52.0,50-59,19.0
